Gene ID,Genomic Location (Gene),Gene Name or Symbol
PF3D7_0716300,"Pf3D7_07_v3:716,275..719,340(+)",N/A
PF3D7_0716400,"Pf3D7_07_v3:719,353..721,623(+)",N/A
PF3D7_0716500,"Pf3D7_07_v3:721,717..725,068(+)",N/A
PF3D7_0716600,"Pf3D7_07_v3:725,093..727,476(+)",SufS
PF3D7_0716700,"Pf3D7_07_v3:728,081..731,148(+)",N/A
PF3D7_0716800,"Pf3D7_07_v3:731,974..734,370(-)",EIF3I
PF3D7_0716900,"Pf3D7_07_v3:734,609..737,460(+)",DMT2
PF3D7_0717000,"Pf3D7_07_v3:737,988..741,576(+)",N/A
PF3D7_0717100,"Pf3D7_07_v3:741,609..744,981(+)",N/A
PF3D7_0717200,"Pf3D7_07_v3:745,040..747,459(-)",N/A
PF3D7_0717300,"Pf3D7_07_v3:747,860..751,189(+)",N/A
PF3D7_0717400,"Pf3D7_07_v3:751,584..755,027(+)",N/A
PF3D7_0717500,"Pf3D7_07_v3:755,098..758,456(+)",CDPK4
PF3D7_0717600,"Pf3D7_07_v3:758,490..763,360(-)",IMC32
PF3D7_0717700,"Pf3D7_07_v3:764,201..766,451(-)",N/A
PF3D7_0717800,"Pf3D7_07_v3:767,357..771,949(-)",N/A
PF3D7_0717900,"Pf3D7_07_v3:772,279..775,568(-)",N/A
PF3D7_0718000,"Pf3D7_07_v3:776,141..795,637(-)",N/A
PF3D7_0718100,"Pf3D7_07_v3:795,957..805,184(-)",EST
PF3D7_0718300,"Pf3D7_07_v3:812,301..820,635(-)",CRMP2
PF3D7_0718400,"Pf3D7_07_v3:821,738..823,473(+)",N/A
PF3D7_0718500,"Pf3D7_07_v3:824,069..826,448(+)",N/A
PF3D7_0718600,"Pf3D7_07_v3:826,587..831,534(+)",N/A
PF3D7_0718700,"Pf3D7_07_v3:831,360..833,140(-)",N/A
PF3D7_0718800,"Pf3D7_07_v3:833,630..835,051(-)",N/A
PF3D7_0718900,"Pf3D7_07_v3:835,957..836,861(+)",N/A
PF3D7_0719000,"Pf3D7_07_v3:837,682..839,204(+)",N/A
PF3D7_0719100,"Pf3D7_07_v3:838,686..840,277(-)",N/A
PF3D7_0719200,"Pf3D7_07_v3:840,693..843,025(+)",NEK4
PF3D7_0719300,"Pf3D7_07_v3:843,566..848,302(+)",ARP6
PF3D7_0719400,"Pf3D7_07_v3:848,223..853,891(-)",N/A
PF3D7_0719500,"Pf3D7_07_v3:854,313..857,078(-)",CDC50A
PF3D7_0719600,"Pf3D7_07_v3:858,476..861,392(-)",N/A
PF3D7_0719700,"Pf3D7_07_v3:859,916..863,337(+)",RPS10
PF3D7_0719800,"Pf3D7_07_v3:862,922..865,648(-)",N/A
PF3D7_0719900,"Pf3D7_07_v3:865,738..876,273(+)",N/A
PF3D7_0720000,"Pf3D7_07_v3:876,312..877,716(+)",CSL4
PF3D7_0720100,"Pf3D7_07_v3:877,733..879,225(-)",ESF2
PF3D7_0720200,"Pf3D7_07_v3:879,431..880,461(+)",N/A
PF3D7_0720300,"Pf3D7_07_v3:880,465..880,863(-)",N/A
PF3D7_0720400,"Pf3D7_07_v3:882,414..885,394(+)",AIF
PF3D7_0720500,"Pf3D7_07_v3:885,897..888,194(+)",N/A
PF3D7_0720600,"Pf3D7_07_v3:887,432..890,648(-)",N/A
PF3D7_0720700,"Pf3D7_07_v3:889,883..899,213(+)",PX1
PF3D7_0720800,"Pf3D7_07_v3:899,525..901,353(+)",N/A
PF3D7_0720900,"Pf3D7_07_v3:901,363..903,408(+)",N/A
PF3D7_0721000,"Pf3D7_07_v3:903,558..914,883(+)",N/A
PF3D7_0721100,"Pf3D7_07_v3:915,483..917,854(+)",N/A
PF3D7_0721200,"Pf3D7_07_v3:917,535..921,058(-)",N/A
PF3D7_0721300,"Pf3D7_07_v3:921,511..925,761(+)",DDX31
PF3D7_0721400,"Pf3D7_07_v3:925,872..928,510(+)",N/A
PF3D7_0721500,"Pf3D7_07_v3:928,514..931,139(+)",N/A
PF3D7_0721600,"Pf3D7_07_v3:930,961..933,016(-)",N/A
PF3D7_0721700,"Pf3D7_07_v3:935,116..937,312(+)",PSOP1
PF3D7_0721800,"Pf3D7_07_v3:937,845..939,457(+)",N/A
PF3D7_0721900,"Pf3D7_07_v3:939,284..941,111(-)",N/A
PF3D7_0722000,"Pf3D7_07_v3:941,358..943,425(+)",N/A
PF3D7_0722100,"Pf3D7_07_v3:943,456..945,979(+)",PELO
PF3D7_0722200,"Pf3D7_07_v3:946,077..949,317(+)",RALP1
PF3D7_0722300,"Pf3D7_07_v3:948,774..953,832(-)",N/A
PF3D7_0722400,"Pf3D7_07_v3:954,400..956,685(+)",OLA1
PF3D7_0722500,"Pf3D7_07_v3:956,747..958,325(-)",CWC15
PF3D7_0722600,"Pf3D7_07_v3:958,352..961,340(-)",UTP7
PF3D7_0722700,"Pf3D7_07_v3:961,629..963,030(+)",C3AP1
PF3D7_0722800,"Pf3D7_07_v3:963,370..965,109(+)",N/A
PF3D7_0722900,"Pf3D7_07_v3:965,664..968,075(-)",N/A
PF3D7_0723000,"Pf3D7_07_v3:968,088..970,023(-)",N/A
PF3D7_0723100,"Pf3D7_07_v3:970,492..971,877(-)",CPH1
PF3D7_0723200,"Pf3D7_07_v3:972,658..974,272(+)",N/A
PF3D7_0723300,"Pf3D7_07_v3:975,585..978,720(+)",N/A
PF3D7_0723400,"Pf3D7_07_v3:978,565..984,099(-)",N/A
PF3D7_0723500,"Pf3D7_07_v3:984,384..985,928(-)",N/A
PF3D7_0723600,"Pf3D7_07_v3:986,292..987,765(+)",N/A
PF3D7_0723700,"Pf3D7_07_v3:987,805..991,350(+)",N/A
PF3D7_0723800,"Pf3D7_07_v3:991,989..1,000,332(+)",AKIT1
PF3D7_0723900,"Pf3D7_07_v3:1,000,342..1,005,611(-)",N/A
PF3D7_0724000,"Pf3D7_07_v3:1,006,222..1,012,279(+)",N/A
PF3D7_0724100,"Pf3D7_07_v3:1,011,770..1,017,083(-)",N/A
PF3D7_0724200,"Pf3D7_07_v3:1,019,248..1,020,817(-)",TAP42
PF3D7_0724300,"Pf3D7_07_v3:1,021,112..1,022,659(+)",COQ3
PF3D7_0724400,"Pf3D7_07_v3:1,023,600..1,024,634(+)",PAM18
PF3D7_0724500,"Pf3D7_07_v3:1,024,663..1,026,167(+)",N/A
PF3D7_0724600,"Pf3D7_07_v3:1,026,103..1,033,815(-)",N/A
PF3D7_0724700,"Pf3D7_07_v3:1,034,245..1,046,354(-)",BDP6
PF3D7_0724800,"Pf3D7_07_v3:1,046,357..1,049,418(-)",N/A
PF3D7_0724900,"Pf3D7_07_v3:1,052,392..1,058,413(+)",N/A
PF3D7_0725000,"Pf3D7_07_v3:1,058,649..1,063,957(-)",N/A
PF3D7_0725100,"Pf3D7_07_v3:1,064,276..1,070,581(+)",N/A
PF3D7_0725200,"Pf3D7_07_v3:1,070,594..1,072,029(+)",N/A
PF3D7_0725300,"Pf3D7_07_v3:1,071,985..1,075,144(-)",N/A
PF3D7_0725400,"Pf3D7_07_v3:1,078,691..1,080,123(+)",N/A
PF3D7_0725600,"Pf3D7_07_v3:1,083,761..1,085,847(+)",N/A
PF3D7_0725800,"Pf3D7_07_v3:1,086,213..1,086,371(+)",N/A
PF3D7_0726000,"Pf3D7_07_v3:1,086,570..1,090,357(+)",N/A
PF3D7_0726050,"Pf3D7_07_v3:1,092,439..1,092,741(-)",N/A
PF3D7_0726100,"Pf3D7_07_v3:1,093,546..1,097,313(-)",N/A
PF3D7_0726200,"Pf3D7_07_v3:1,099,013..1,103,615(+)",FIKK7.1
PF3D7_0726300,"Pf3D7_07_v3:1,103,794..1,109,232(+)",PMS1
PF3D7_0726400,"Pf3D7_07_v3:1,108,583..1,125,415(-)",N/A
PF3D7_0726500,"Pf3D7_07_v3:1,125,789..1,138,474(-)",N/A
PF3D7_0726600,"Pf3D7_07_v3:1,139,818..1,143,059(+)",N/A
PF3D7_0726700,"Pf3D7_07_v3:1,143,196..1,143,923(-)",N/A
PF3D7_0726800,"Pf3D7_07_v3:1,143,936..1,144,903(-)",OST2
PF3D7_0726900,"Pf3D7_07_v3:1,144,814..1,147,488(+)",TIM50
PF3D7_0727000,"Pf3D7_07_v3:1,147,264..1,151,617(-)",VPS53
PF3D7_0727100,"Pf3D7_07_v3:1,151,697..1,155,473(-)",N/A
PF3D7_0727200,"Pf3D7_07_v3:1,156,175..1,158,838(-)",NFS1
PF3D7_0727300,"Pf3D7_07_v3:1,159,604..1,162,222(-)",DNMT
PF3D7_0727400,"Pf3D7_07_v3:1,162,392..1,164,096(+)",N/A
PF3D7_0727500,"Pf3D7_07_v3:1,164,165..1,166,851(-)",N/A
PF3D7_0727600,"Pf3D7_07_v3:1,167,163..1,170,838(+)",N/A
PF3D7_0727700,"Pf3D7_07_v3:1,171,212..1,174,450(-)",N/A
PF3D7_0727800,"Pf3D7_07_v3:1,175,363..1,181,839(+)",N/A
PF3D7_0727900,"Pf3D7_07_v3:1,183,630..1,190,173(+)",N/A
PF3D7_0728000,"Pf3D7_07_v3:1,190,698..1,192,848(-)",eIF2alpha
PF3D7_0728100,"Pf3D7_07_v3:1,193,347..1,210,448(-)",N/A
PF3D7_0728200,"Pf3D7_07_v3:1,211,209..1,213,613(+)",ALP3
PF3D7_0728300,"Pf3D7_07_v3:1,213,841..1,214,973(-)",N/A
PF3D7_0728400,"Pf3D7_07_v3:1,214,862..1,215,834(+)",N/A
PF3D7_0728500,"Pf3D7_07_v3:1,216,088..1,217,201(-)",N/A
PF3D7_0728600,"Pf3D7_07_v3:1,217,404..1,225,908(+)",N/A
PF3D7_0728700,"Pf3D7_07_v3:1,225,499..1,229,857(-)",N/A
PF3D7_0728800,"Pf3D7_07_v3:1,230,145..1,232,666(+)",N/A
PF3D7_0728900,"Pf3D7_07_v3:1,232,210..1,235,443(-)",N/A
PF3D7_0729000,"Pf3D7_07_v3:1,235,416..1,236,794(+)",SRP9
PF3D7_0729100,"Pf3D7_07_v3:1,237,998..1,246,671(+)",AKIT8
PF3D7_0729200,"Pf3D7_07_v3:1,246,810..1,248,317(+)",AOP
PF3D7_0729300,"Pf3D7_07_v3:1,248,478..1,251,901(-)",NMD3
PF3D7_0729400,"Pf3D7_07_v3:1,252,237..1,254,478(+)",N/A
PF3D7_0729500,"Pf3D7_07_v3:1,254,778..1,258,355(+)",MT-A70
PF3D7_0729600,"Pf3D7_07_v3:1,258,496..1,260,113(+)",CMC1
PF3D7_0729700,"Pf3D7_07_v3:1,259,830..1,262,801(-)",N/A
PF3D7_0729800,"Pf3D7_07_v3:1,263,193..1,264,952(+)",N/A
PF3D7_0729900,"Pf3D7_07_v3:1,265,910..1,281,347(+)",N/A
PF3D7_0730000,"Pf3D7_07_v3:1,280,794..1,282,452(-)",N/A
PF3D7_0730100,"Pf3D7_07_v3:1,282,562..1,285,940(+)",N/A
PF3D7_0730200,"Pf3D7_07_v3:1,286,026..1,290,117(-)",N/A
PF3D7_0730300,"Pf3D7_07_v3:1,297,144..1,302,090(+)",ApiAP2
PF3D7_0730400,"Pf3D7_07_v3:1,304,347..1,305,096(+)",IMP2
PF3D7_0730500,"Pf3D7_07_v3:1,305,154..1,315,639(-)",N/A
PF3D7_0730600,"Pf3D7_07_v3:1,318,059..1,318,131(+)",N/A
PF3D7_0730700,"Pf3D7_07_v3:1,319,011..1,319,082(-)",N/A
PF3D7_0730800,"Pf3D7_07_v3:1,320,155..1,323,192(+)",N/A
PF3D7_0730900,"Pf3D7_07_v3:1,324,452..1,333,940(+)",PTP4
PF3D7_0731000,"Pf3D7_07_v3:1,333,175..1,334,938(-)",N/A
PF3D7_0731100,"Pf3D7_07_v3:1,336,751..1,342,768(+)",PTP2
PF3D7_0731200,"Pf3D7_07_v3:1,342,335..1,344,508(-)",N/A
PF3D7_0731300,"Pf3D7_07_v3:1,348,427..1,351,829(+)",PfG174
PF3D7_0731400,"Pf3D7_07_v3:1,353,758..1,355,482(+)",FIKK7.2
PF3D7_0731500,"Pf3D7_07_v3:1,357,251..1,363,653(+)",EBA175
PF3D7_0731600,"Pf3D7_07_v3:1,366,407..1,370,816(+)",ACS5
PF3D7_0731700,"Pf3D7_07_v3:1,371,309..1,372,884(+)",N/A
PF3D7_0731800,"Pf3D7_07_v3:1,376,748..1,380,999(+)",GEXP08
PF3D7_0731900,"Pf3D7_07_v3:1,382,410..1,383,524(+)",RIF
PF3D7_0732000,"Pf3D7_07_v3:1,385,635..1,386,626(+)",N/A
PF3D7_0732100,"Pf3D7_07_v3:1,387,753..1,389,037(+)",VAR
PF3D7_0732200,"Pf3D7_07_v3:1,390,711..1,392,043(+)",RIF
PF3D7_0732300,"Pf3D7_07_v3:1,396,437..1,397,639(-)",RIF
PF3D7_0732400,"Pf3D7_07_v3:1,399,452..1,400,682(-)",RIF
PF3D7_0732500,"Pf3D7_07_v3:1,402,623..1,403,978(-)",RIF
PF3D7_0732600,"Pf3D7_07_v3:1,406,853..1,407,065(+)",N/A
PF3D7_0732700,"Pf3D7_07_v3:1,408,781..1,409,975(+)",RIF
PF3D7_0732800,"Pf3D7_07_v3:1,410,435..1,412,231(+)",N/A
PF3D7_0732900,"Pf3D7_07_v3:1,414,434..1,415,683(+)",RIF
PF3D7_0733000,"Pf3D7_07_v3:1,417,588..1,426,234(-)",VAR
PF3D7_0800100,"Pf3D7_08_v3:21,361..28,653(+)",VAR
PF3D7_0800200,"Pf3D7_08_v3:29,147..39,682(-)",VAR
PF3D7_0800300,"Pf3D7_08_v3:40,302..51,425(+)",VAR
PF3D7_0800400,"Pf3D7_08_v3:52,760..53,982(-)",RIF
PF3D7_0800500,"Pf3D7_08_v3:56,352..57,703(-)",RIF
PF3D7_0800600,"Pf3D7_08_v3:61,138..62,135(-)",N/A
PF3D7_0800650,"Pf3D7_08_v3:64,633..64,778(-)",N/A
PF3D7_0800700,"Pf3D7_08_v3:65,153..74,000(-)",SURF8.3
PF3D7_0800750,"Pf3D7_08_v3:76,520..77,102(+)",N/A
PF3D7_0800800,"Pf3D7_08_v3:79,126..80,766(+)",N/A
PF3D7_0800900,"Pf3D7_08_v3:83,128..83,904(+)",N/A
PF3D7_0801000,"Pf3D7_08_v3:83,838..89,909(-)",N/A
PF3D7_0801100,"Pf3D7_08_v3:91,397..97,571(-)",N/A
PF3D7_0801200,"Pf3D7_08_v3:98,890..99,051(-)",N/A
PF3D7_0801300,"Pf3D7_08_v3:101,954..102,826(-)",WARP
PF3D7_0801400,"Pf3D7_08_v3:104,442..105,517(-)",N/A
PF3D7_0801500,"Pf3D7_08_v3:106,068..108,513(-)",NOL10
PF3D7_0801600,"Pf3D7_08_v3:108,965..109,811(-)",N/A
PF3D7_0801700,"Pf3D7_08_v3:111,319..118,441(+)",SENP2
PF3D7_0801800,"Pf3D7_08_v3:117,932..122,572(-)",N/A
PF3D7_0801900,"Pf3D7_08_v3:126,226..143,894(+)",LSD2
PF3D7_0802000,"Pf3D7_08_v3:145,632..151,659(+)",GDH3
PF3D7_0802100,"Pf3D7_08_v3:151,702..161,318(-)",AP2-LT
PF3D7_0802200,"Pf3D7_08_v3:164,729..166,701(+)",1-CysPxn
PF3D7_0802300,"Pf3D7_08_v3:166,711..170,995(-)",PWP2
PF3D7_0802400,"Pf3D7_08_v3:171,844..174,406(+)",N/A
PF3D7_0802500,"Pf3D7_08_v3:174,618..180,248(-)",N/A
PF3D7_0802600,"Pf3D7_08_v3:180,040..188,229(+)",ACbeta
PF3D7_0802700,"Pf3D7_08_v3:188,566..190,316(+)",N/A
PF3D7_0802800,"Pf3D7_08_v3:191,422..194,498(+)",CNA
PF3D7_0802900,"Pf3D7_08_v3:194,562..196,059(-)",N/A
PF3D7_0803000,"Pf3D7_08_v3:196,270..198,711(+)",CYP81
PF3D7_0803100,"Pf3D7_08_v3:198,725..203,315(-)",UTP14
PF3D7_0803200,"Pf3D7_08_v3:203,741..207,068(-)",N/A
PF3D7_0803300,"Pf3D7_08_v3:208,184..210,463(+)",MORG1
PF3D7_0803400,"Pf3D7_08_v3:211,217..217,167(+)",RAD54
PF3D7_0803500,"Pf3D7_08_v3:217,476..222,589(+)",N/A
PF3D7_0803600,"Pf3D7_08_v3:222,976..230,577(+)",N/A
PF3D7_0803700,"Pf3D7_08_v3:230,967..233,374(+)",g-tub
PF3D7_0803800,"Pf3D7_08_v3:232,904..234,916(-)",N/A
PF3D7_0803900,"Pf3D7_08_v3:236,442..236,571(-)",N/A
PF3D7_0804000,"Pf3D7_08_v3:236,954..241,286(+)",N/A
PF3D7_0804100,"Pf3D7_08_v3:239,057..239,141(+)",N/A
PF3D7_0804200,"Pf3D7_08_v3:239,877..240,036(+)",N/A
PF3D7_0804300,"Pf3D7_08_v3:241,609..244,804(+)",N/A
PF3D7_0804400,"Pf3D7_08_v3:245,027..248,440(+)",METAP1c
PF3D7_0804500,"Pf3D7_08_v3:248,516..268,538(+)",N/A
PF3D7_0804600,"Pf3D7_08_v3:268,603..271,146(-)",N/A
PF3D7_0804700,"Pf3D7_08_v3:271,417..277,413(-)",N/A
PF3D7_0804800,"Pf3D7_08_v3:278,082..279,206(+)",CYP24
PF3D7_0804900,"Pf3D7_08_v3:279,251..282,015(-)",N/A
PF3D7_0805000,"Pf3D7_08_v3:282,505..285,200(-)",N/A
PF3D7_0805100,"Pf3D7_08_v3:286,432..289,198(+)",N/A
PF3D7_0805200,"Pf3D7_08_v3:290,626..291,907(+)",GAMER
PF3D7_0805300,"Pf3D7_08_v3:293,097..297,324(-)",N/A
PF3D7_0805400,"Pf3D7_08_v3:303,060..304,788(-)",N/A
PF3D7_0805500,"Pf3D7_08_v3:304,814..310,547(-)",N/A
PF3D7_0805600,"Pf3D7_08_v3:310,797..313,261(+)",PAP2
PF3D7_0805700,"Pf3D7_08_v3:313,371..319,794(-)",FIKK8
PF3D7_0805800,"Pf3D7_08_v3:322,367..323,677(-)",N/A
PF3D7_0805900,"Pf3D7_08_v3:324,279..325,655(-)",N/A
PF3D7_0806000,"Pf3D7_08_v3:325,872..330,187(-)",N/A
PF3D7_0806100,"Pf3D7_08_v3:330,475..333,020(+)",N/A
PF3D7_0806200,"Pf3D7_08_v3:333,168..337,845(+)",DPY19
PF3D7_0806300,"Pf3D7_08_v3:337,844..343,424(-)",FLP
PF3D7_0806400,"Pf3D7_08_v3:344,038..345,365(+)",ALG13
PF3D7_0806500,"Pf3D7_08_v3:344,952..348,269(-)",N/A
PF3D7_0806600,"Pf3D7_08_v3:349,042..353,536(-)",N/A
PF3D7_0806700,"Pf3D7_08_v3:353,841..362,906(+)",N/A
PF3D7_0806800,"Pf3D7_08_v3:362,926..367,241(-)",N/A
PF3D7_0806900,"Pf3D7_08_v3:368,475..370,478(-)",N/A
PF3D7_0807000,"Pf3D7_08_v3:367,780..372,978(+)",N/A
PF3D7_0807100,"Pf3D7_08_v3:372,356..376,952(-)",PSH3
PF3D7_0807200,"Pf3D7_08_v3:377,439..379,755(+)",N/A
PF3D7_0807300,"Pf3D7_08_v3:380,766..383,025(+)",RAB18
PF3D7_0807400,"Pf3D7_08_v3:383,413..386,163(+)",COQ10
PF3D7_0807500,"Pf3D7_08_v3:386,301..388,944(+)",N/A
PF3D7_0807600,"Pf3D7_08_v3:388,027..395,335(-)",N/A
PF3D7_0807700,"Pf3D7_08_v3:395,356..399,048(-)",DegP
PF3D7_0807800,"Pf3D7_08_v3:399,105..401,398(-)",RPN10
PF3D7_0807900,"Pf3D7_08_v3:401,761..404,190(+)",TyrRS
PF3D7_0808000,"Pf3D7_08_v3:404,225..409,140(+)",N/A
PF3D7_0808100,"Pf3D7_08_v3:409,306..415,756(+)",N/A
PF3D7_0808200,"Pf3D7_08_v3:415,549..419,066(-)",PMX
PF3D7_0808300,"Pf3D7_08_v3:419,883..422,701(+)",N/A
PF3D7_0808400,"Pf3D7_08_v3:422,708..424,763(+)",SEC28
PF3D7_0808450,"Pf3D7_08_v3:424,794..425,171(-)",MPODD
PF3D7_0808500,"Pf3D7_08_v3:427,501..427,635(-)",N/A
PF3D7_0808600,"Pf3D7_08_v3:430,405..439,297(+)",VAR
PF3D7_0808700,"Pf3D7_08_v3:440,408..448,062(+)",VAR
PF3D7_0808800,"Pf3D7_08_v3:450,615..451,899(+)",RIF
PF3D7_0808900,"Pf3D7_08_v3:453,803..454,919(+)",RIF
PF3D7_0809000,"Pf3D7_08_v3:456,051..456,185(-)",N/A
PF3D7_0809100,"Pf3D7_08_v3:459,071..467,014(+)",VAR
PF3D7_0809200,"Pf3D7_08_v3:467,507..472,481(-)",pfa55-14
PF3D7_0809250,"Pf3D7_08_v3:474,788..474,991(-)",C4AP5
PF3D7_0809400,"Pf3D7_08_v3:475,439..478,480(+)",N/A
PF3D7_0809500,"Pf3D7_08_v3:478,028..478,942(-)",N/A
PF3D7_0809600,"Pf3D7_08_v3:479,438..497,431(-)",N/A
PF3D7_0809700,"Pf3D7_08_v3:499,463..501,569(-)",RUVB1
PF3D7_0809800,"Pf3D7_08_v3:502,338..506,698(-)",N/A
PF3D7_0809900,"Pf3D7_08_v3:507,486..512,862(-)",JmjC1
PF3D7_0810000,"Pf3D7_08_v3:517,385..518,627(-)",N/A
PF3D7_0810100,"Pf3D7_08_v3:519,144..520,724(-)",N/A
PF3D7_0810200,"Pf3D7_08_v3:521,170..524,750(+)",ABCK1
PF3D7_0810300,"Pf3D7_08_v3:524,487..530,847(-)",PPM5
PF3D7_0810400,"Pf3D7_08_v3:532,220..534,031(+)",AQP2
PF3D7_0810500,"Pf3D7_08_v3:533,991..536,642(-)",PPM7
PF3D7_0810600,"Pf3D7_08_v3:538,956..545,974(+)",DBP1
PF3D7_0810700,"Pf3D7_08_v3:545,282..547,450(-)",N/A
PF3D7_0810800,"Pf3D7_08_v3:547,896..551,057(+)",PPPK-DHPS
PF3D7_0810900,"Pf3D7_08_v3:550,902..553,375(-)",N/A
PF3D7_0810900,"Pf3D7_08_v3:550,902..553,375(-)",N/A
PF3D7_0811000,"Pf3D7_08_v3:553,116..558,148(+)",CUL1
PF3D7_0811100,"Pf3D7_08_v3:557,333..560,018(-)",N/A
PF3D7_0811200,"Pf3D7_08_v3:560,303..564,782(+)",EMC1
PF3D7_0811300,"Pf3D7_08_v3:565,878..573,416(+)",CAF1
PF3D7_0811400,"Pf3D7_08_v3:574,372..578,973(+)",N/A
PF3D7_0811500,"Pf3D7_08_v3:579,007..582,905(+)",CARM1
PF3D7_0811600,"Pf3D7_08_v3:582,804..589,463(-)",N/A
PF3D7_0811700,"Pf3D7_08_v3:588,248..593,489(+)",N/A
PF3D7_0811800,"Pf3D7_08_v3:592,954..595,639(-)",N/A
PF3D7_0811900,"Pf3D7_08_v3:595,885..601,015(+)",N/A
PF3D7_0812000,"Pf3D7_08_v3:600,525..602,266(-)",N/A
PF3D7_0812100,"Pf3D7_08_v3:604,520..613,359(+)",N/A
PF3D7_0812200,"Pf3D7_08_v3:614,919..617,931(-)",HTRA2
PF3D7_0812220,"Pf3D7_08_v3:612,903..614,862(-)",YihA3
PF3D7_0812300,"Pf3D7_08_v3:618,843..620,228(-)",SSP3
PF3D7_0812400,"Pf3D7_08_v3:621,441..624,649(-)",KARalpha
PF3D7_0812500,"Pf3D7_08_v3:625,465..630,796(-)",N/A
PF3D7_0812600,"Pf3D7_08_v3:630,864..632,632(-)",N/A
PF3D7_0812700,"Pf3D7_08_v3:633,221..635,112(+)",SNRPC
PF3D7_0812800,"Pf3D7_08_v3:635,537..635,755(-)",N/A
PF3D7_0812900,"Pf3D7_08_v3:636,628..642,867(-)",N/A
PF3D7_0813000,"Pf3D7_08_v3:643,066..645,158(-)",KIC7
PF3D7_0813100,"Pf3D7_08_v3:646,538..650,135(-)",N/A
PF3D7_0813200,"Pf3D7_08_v3:650,932..654,029(-)",N/A
PF3D7_0813300,"Pf3D7_08_v3:655,382..658,303(+)",N/A
PF3D7_0813400,"Pf3D7_08_v3:658,343..664,292(-)",N/A
PF3D7_0813500,"Pf3D7_08_v3:665,548..667,095(-)",N/A
PF3D7_0813600,"Pf3D7_08_v3:668,841..671,366(+)",N/A
PF3D7_0813700,"Pf3D7_08_v3:670,741..675,700(-)",ABCF1
PF3D7_0813800,"Pf3D7_08_v3:676,314..677,698(+)",GMD
PF3D7_0813900,"Pf3D7_08_v3:677,696..679,757(-)",RPS16
PF3D7_0814000,"Pf3D7_08_v3:679,355..681,960(+)",N/A
PF3D7_0814100,"Pf3D7_08_v3:682,034..685,003(-)",N/A
PF3D7_0814200,"Pf3D7_08_v3:684,997..689,981(+)",ALBA1
PF3D7_0814300,"Pf3D7_08_v3:690,182..694,542(-)",N/A
PF3D7_0814400,"Pf3D7_08_v3:694,720..697,978(-)",N/A
PF3D7_0814500,"Pf3D7_08_v3:699,666..703,075(+)",N/A
PF3D7_0814600,"Pf3D7_08_v3:703,502..704,683(-)",SIMP
PF3D7_0814700,"Pf3D7_08_v3:705,804..707,350(+)",N/A
PF3D7_0814900,"Pf3D7_08_v3:707,792..709,223(+)",FeSOD
PF3D7_0815000,"Pf3D7_08_v3:709,033..711,020(-)",SEL3
PF3D7_0815100,"Pf3D7_08_v3:711,239..714,166(+)",N/A
PF3D7_0815200,"Pf3D7_08_v3:715,597..720,744(+)",N/A
PF3D7_0815300,"Pf3D7_08_v3:721,348..725,652(+)",N/A
PF3D7_0815400,"Pf3D7_08_v3:725,500..726,860(-)",ATPTG3
PF3D7_0815500,"Pf3D7_08_v3:727,118..730,725(+)",N/A
PF3D7_0815600,"Pf3D7_08_v3:729,750..732,584(-)",EIF3G
PF3D7_0815700,"Pf3D7_08_v3:732,891..735,068(-)",Ub
PF3D7_0815800,"Pf3D7_08_v3:735,354..742,006(-)",VPS9
PF3D7_0815900,"Pf3D7_08_v3:743,266..745,505(+)",aLipDH
PF3D7_0816000,"Pf3D7_08_v3:745,888..748,084(-)",RRB1
PF3D7_0816100,"Pf3D7_08_v3:748,331..750,033(+)",PPCDC
PF3D7_0816200,"Pf3D7_08_v3:749,823..751,095(-)",VPS2
PF3D7_0816300,"Pf3D7_08_v3:751,942..756,173(-)",HAP2P
PF3D7_0816400,"Pf3D7_08_v3:756,978..758,683(+)",N/A
PF3D7_0816500,"Pf3D7_08_v3:760,138..761,031(+)",HSP20
PF3D7_0816600,"Pf3D7_08_v3:761,600..765,908(-)",ClpB1
PF3D7_0816700,"Pf3D7_08_v3:766,329..767,961(+)",TRAPPC2L
PF3D7_0816800,"Pf3D7_08_v3:767,916..769,803(-)",DMC1
PF3D7_0816900,"Pf3D7_08_v3:770,704..771,789(+)",AK2
PF3D7_0817000,"Pf3D7_08_v3:772,568..773,737(+)",UBA3
PF3D7_0817100,"Pf3D7_08_v3:774,134..777,131(+)",N/A
PF3D7_0817200,"Pf3D7_08_v3:776,926..780,434(-)",N/A
PF3D7_0817300,"Pf3D7_08_v3:782,602..791,836(-)",N/A
PF3D7_0817400,"Pf3D7_08_v3:794,136..798,695(-)",N/A
PF3D7_0817500,"Pf3D7_08_v3:798,401..800,807(+)",HINT1
PF3D7_0817600,"Pf3D7_08_v3:800,326..804,715(-)",N/A
PF3D7_0817700,"Pf3D7_08_v3:804,723..814,055(-)",RON5
PF3D7_0817800,"Pf3D7_08_v3:814,303..815,974(+)",C3AP3
PF3D7_0817900,"Pf3D7_08_v3:816,742..818,583(-)",HMGB2
PF3D7_0818000,"Pf3D7_08_v3:819,137..822,699(+)",SNRNP27
PF3D7_0818100,"Pf3D7_08_v3:823,912..827,305(+)",CZIF2
PF3D7_0818200,"Pf3D7_08_v3:827,788..832,382(+)",14-3-3I
PF3D7_0818300,"Pf3D7_08_v3:833,185..835,334(+)",N/A
PF3D7_0818400,"Pf3D7_08_v3:835,358..837,041(-)",FCF1
